Data,Preço médio,Volume,até 150 g,até 300 g,até 425 g,Total de sacolas,Sacolas pequenas,Sacolas grandes,Sacolas extragrandes,Tipo,Ano,Cidade,Data padrão BR,Receita,Porcentagem 150 g,Porcentagem 300 g,Porcentagem 425 g
2018-03-04,1.18,559943.98,181586.15,241036.31,1031.75,136289.77,128164.6,2453.04,5672.13,conventional,2018,Sacramento,04/03/2018,660733.8964,32.429342306707184,43.046504402101085,0.18425950395966398
2018-02-25,0.99,589559.59,199926.0,308881.68,1158.23,79593.68,72189.31,1982.31,5422.06,conventional,2018,Sacramento,25/02/2018,583663.9941,33.91107589310862,52.391935478481486,0.19645681618036273
2018-02-18,1.19,530247.15,131656.46,330556.13,700.57,67333.99,57058.58,3145.98,7129.43,conventional,2018,Sacramento,18/02/2018,630994.1085,24.82926310872203,62.34001069124086,0.13212140791327215
2018-02-11,1.07,554598.15,193066.47,282308.93,1180.54,78042.21,70403.14,1800.9,5838.17,conventional,2018,Sacramento,11/02/2018,593420.0205000001,34.81195709001193,50.90333063678629,0.21286403497739756
2018-02-04,0.86,862337.1,262795.28,518775.3,1051.29,79715.23,71669.96,1595.61,6449.66,conventional,2018,Sacramento,04/02/2018,741609.906,30.474773728278652,60.15922311587894,0.12191172106592654
2018-01-28,1.32,468915.38,158788.12,233834.71,1129.27,75163.28,67847.8,1197.57,6117.91,conventional,2018,Sacramento,28/01/2018,618968.3016,33.86285175802935,49.8671444728471,0.24082596736323725
2018-01-21,1.15,591211.37,160917.18,362263.89,1136.97,66893.33,60172.16,1674.44,5046.73,conventional,2018,Sacramento,21/01/2018,679893.0754999999,27.21821469705496,61.274851665995534,0.19231193067210464
2018-01-14,1.31,504269.23,144109.69,299605.5,1249.15,59304.89,52486.47,754.65,6063.77,conventional,2018,Sacramento,14/01/2018,660592.6913,28.577926517546988,59.41379766518771,0.2477148962668216
2018-01-07,1.35,465108.34,159862.75,247999.0,1045.98,56200.61,49386.35,522.37,6291.89,conventional,2018,Sacramento,07/01/2018,627896.2590000001,34.371077929929186,53.32069513094518,0.22488953863953504
2018-03-25,1.1,488321.93,140383.72,156203.0,13940.11,177795.1,168263.27,7442.94,2088.89,conventional,2018,SanDiego,25/03/2018,537154.123,28.748190768331867,31.98770941948071,2.8546966956818838
2018-03-18,0.92,643491.07,159346.7,256098.92,13404.8,214640.65,201973.65,9993.67,2673.33,conventional,2018,SanDiego,18/03/2018,592011.7844,24.76284558230156,39.798364257020694,2.0831369112861196
2018-03-11,1.14,512155.1,165801.09,124279.19,16482.97,205591.85,197838.66,6495.41,1257.78,conventional,2018,SanDiego,11/03/2018,583856.8139999999,32.3732185816367,24.265928426759785,3.2183551428073254
2018-03-04,1.24,459124.87,144401.02,122241.79,18028.76,174453.3,165182.9,6458.18,2812.22,conventional,2018,SanDiego,04/03/2018,569314.8388,31.451360933682377,26.624954993180832,3.926766154053035
2018-02-25,1.07,538360.91,175663.85,163499.41,15737.33,183460.32,174528.26,6291.5,2640.56,conventional,2018,SanDiego,25/02/2018,576046.1737,32.629384254514314,30.369851704129115,2.923193290538126
2018-02-18,1.23,447962.28,152250.41,119244.74,18614.87,157852.26,147616.58,7409.57,2826.11,conventional,2018,SanDiego,18/02/2018,550993.6044000001,33.98732812950233,26.619370720231178,4.155454785166286
2018-02-11,0.93,558926.47,222366.32,136214.59,16577.9,183767.66,175708.38,5873.73,2185.55,conventional,2018,SanDiego,11/02/2018,519801.6171,39.784539100465224,24.37075309745126,2.966025209004684
2018-02-04,0.88,858101.65,311038.84,318396.18,23719.23,204947.4,193681.96,8547.66,2717.78,conventional,2018,SanDiego,04/02/2018,755129.452,36.247318718009694,37.10471597391754,2.764151543118464
2018-01-28,1.07,566134.81,168171.75,256042.84,16669.82,125250.4,118366.92,4446.82,2436.66,conventional,2018,SanDiego,28/01/2018,605764.2467000001,29.705248119259792,45.22647883107558,2.944496559043949
2018-01-21,1.26,460708.82,192219.39,122174.21,17624.92,128690.3,121675.53,4729.22,2285.55,conventional,2018,SanDiego,21/01/2018,580493.1132,41.722533117555685,26.51874778520628,3.8256094163771377
2018-01-14,1.41,439652.12,160896.99,136499.29,21680.72,120575.12,113513.51,4689.39,2372.22,conventional,2018,SanDiego,14/01/2018,619909.4892,36.5964321973473,31.04711288552413,4.931335256611523
2018-01-07,1.18,464720.86,192510.16,118483.12,19625.38,134102.2,125040.09,6169.89,2892.22,conventional,2018,SanDiego,07/01/2018,548370.6148,41.42490182170863,25.495545863811664,4.22304692756852
2018-03-25,1.01,1203274.11,198289.36,895797.12,2202.74,106984.89,103033.73,186.2,3764.96,conventional,2018,SanFrancisco,25/03/2018,1215306.8511,16.479151205206264,74.44663793190065,0.18306219519673697
2018-03-18,1.38,777300.99,215279.75,435108.21,2698.44,124214.59,119694.95,92.29,4427.35,conventional,2018,SanFrancisco,18/03/2018,1072675.3661999998,27.69580288325633,55.97679864012524,0.34715509625171065
2018-03-11,1.29,904333.98,270255.15,434279.15,2517.79,197281.89,193813.92,196.57,3271.4,conventional,2018,SanFrancisco,11/03/2018,1166590.8342,29.884440480717096,48.021987407793745,0.27841373382873436
2018-03-04,1.16,1051308.5,386100.25,426277.63,2512.69,236417.93,231913.11,1286.43,3218.39,conventional,2018,SanFrancisco,04/03/2018,1219517.8599999999,36.7256851818472,40.54733981509709,0.23900596256950268
2018-02-25,1.17,984000.13,383689.73,431346.38,2127.86,166836.16,162913.33,609.2,3313.63,conventional,2018,SanFrancisco,25/02/2018,1151280.1520999998,38.99285358834251,43.8360084362997,0.2162459063902766
2018-02-18,1.06,1149074.92,193705.48,835774.38,2425.38,117169.68,113216.42,316.78,3636.48,conventional,2018,SanFrancisco,18/02/2018,1218019.4152,16.85751526105887,72.7345419739907,0.21107239900423555
2018-02-11,1.32,823086.86,267695.96,405148.34,3199.77,147042.79,144064.49,120.38,2857.92,conventional,2018,SanFrancisco,11/02/2018,1086474.6552,32.52341557244639,49.2230358288067,0.3887524094358644
2018-02-04,0.84,1706251.05,459981.14,1113987.54,2886.78,129395.59,126171.02,282.38,2942.19,conventional,2018,SanFrancisco,04/02/2018,1433250.882,26.95858502182314,65.28860685536281,0.16918846731259155
2018-01-28,1.38,821352.05,246496.88,418612.3,2588.33,153654.54,150232.81,402.62,3019.11,conventional,2018,SanFrancisco,28/01/2018,1133465.829,30.011111556853116,50.966245229436026,0.31513039993021263
2018-01-21,1.01,1301932.95,259497.05,919666.37,2578.69,120190.84,117863.67,80.08,2247.09,conventional,2018,SanFrancisco,21/01/2018,1314952.2795,19.93167543689558,70.63853557128269,0.19806626754473033
2018-01-14,1.21,1117376.99,193892.28,785766.05,2860.37,134858.29,130904.76,944.69,3008.84,conventional,2018,SanFrancisco,14/01/2018,1352026.1579,17.352449686654097,70.322376157039,0.25598969959100376
2018-01-07,1.46,818086.25,209267.23,466935.74,2525.01,139358.27,136440.18,104.56,2813.53,conventional,2018,SanFrancisco,07/01/2018,1194405.925,25.580093785954723,57.076590640656775,0.30864838517943555
2018-03-25,1.4,524265.69,103573.88,149867.07,998.53,269826.21,155866.8,113666.7,292.71,conventional,2018,Seattle,25/03/2018,733971.966,19.75599051694571,28.586091529277834,0.1904625877768198
2018-03-18,1.21,685505.57,91648.17,191972.39,1244.44,400640.57,180451.72,219003.18,1185.67,conventional,2018,Seattle,18/03/2018,829461.7396999999,13.369427472339869,28.004497468926477,0.18153608875854943
2018-03-11,1.42,514742.18,96728.68,134993.6,920.6,282099.3,165320.5,116481.78,297.02,conventional,2018,Seattle,11/03/2018,730933.8955999999,18.79167547528357,26.22547854928073,0.17884681608956157
2018-03-04,1.43,456320.3,93608.78,135422.61,571.39,226717.52,143222.46,83237.67,257.39,conventional,2018,Seattle,04/03/2018,652538.029,20.513832060506623,29.677095233326238,0.12521687069367723
2018-02-25,1.22,636462.47,86796.33,173328.81,710.13,375627.2,113771.59,260807.35,1048.26,conventional,2018,Seattle,25/02/2018,776484.2133999999,13.637305275831896,27.233154847292095,0.11157452850283538
2018-02-18,1.46,468075.23,92450.89,135317.0,639.03,239668.31,148877.37,90182.78,608.16,conventional,2018,Seattle,18/02/2018,683389.8358,19.75128869775912,28.909241790043023,0.13652292602622873
2018-02-11,1.4,468936.03,98161.81,129399.46,631.78,240742.98,136973.79,103420.83,348.36,conventional,2018,Seattle,11/02/2018,656510.442,20.93287862738975,27.594266962169662,0.13472626532876988
2018-02-04,1.04,909127.6,189717.79,289707.88,853.2,428848.73,115360.8,312387.51,1100.42,conventional,2018,Seattle,04/02/2018,945492.704,20.868114662892207,31.866580664804374,0.09384821228615213
2018-01-28,1.34,548587.07,125676.32,178484.53,599.03,243827.19,136634.87,106746.35,445.97,conventional,2018,Seattle,28/01/2018,735106.6738,22.909092625898023,32.53531476780888,0.10919506360220996
2018-01-21,1.31,600669.78,125236.3,202783.51,754.76,271895.21,138209.77,133100.87,584.57,conventional,2018,Seattle,21/01/2018,786877.4118000001,20.849442434077506,33.759565863293474,0.12565306681484792
2018-01-14,1.26,709903.13,109322.06,214002.35,1034.16,385544.56,136005.01,248487.47,1052.08,conventional,2018,Seattle,14/01/2018,894477.9438,15.399574305299934,30.145288977666574,0.14567621359832572
2018-01-07,1.43,474305.15,116665.02,133127.64,1132.42,223380.07,164408.65,58738.83,232.59,conventional,2018,Seattle,07/01/2018,678256.3645,24.597038425578976,28.067930529533573,0.23875346915377157
2018-03-25,1.19,450658.34,205952.19,73267.19,4313.11,167125.85,132488.4,31527.74,3109.71,conventional,2018,SouthCarolina,25/03/2018,536283.4246,45.70029481757732,16.257812958703926,0.9570687186217388
2018-03-18,1.06,542846.79,230046.31,78736.72,3687.24,230376.52,185198.74,41852.22,3325.56,conventional,2018,SouthCarolina,18/03/2018,575417.5974000001,42.37776003059721,14.504409245931067,0.6792413749006417
2018-03-11,1.13,482065.76,217013.42,79944.64,4374.67,180733.03,141288.83,36165.79,3278.41,conventional,2018,SouthCarolina,11/03/2018,544734.3088,45.01738932879199,16.583762348107857,0.9074840743719279
2018-03-04,1.16,457398.25,213096.65,71897.89,3953.91,168449.8,119609.41,45130.39,3710.0,conventional,2018,SouthCarolina,04/03/2018,530581.97,46.58886429932777,15.718881740365207,0.8644348770464251
2018-02-25,1.25,405689.01,178666.56,70216.92,3960.77,152844.76,119270.49,30146.09,3428.18,conventional,2018,SouthCarolina,25/02/2018,507111.2625,44.04027607255124,17.308065604242024,0.976306949996008
2018-02-18,1.2,396970.44,173173.18,65055.84,3355.35,155386.07,115741.19,35864.29,3780.59,conventional,2018,SouthCarolina,18/02/2018,476364.528,43.62369651503522,16.38808169192648,0.8452392576132369
2018-02-11,1.05,452805.55,213633.63,65654.71,3577.01,169940.2,126052.2,40667.08,3220.92,conventional,2018,SouthCarolina,11/02/2018,475445.8275,47.179993708115994,14.499537384203883,0.7899660240471876
2018-02-04,0.96,678235.27,304189.26,97949.8,4065.74,272030.47,200563.64,68207.94,3258.89,conventional,2018,SouthCarolina,04/02/2018,651105.8592,44.850109313837365,14.441861745113904,0.599458650978148
2018-01-28,1.22,435490.6,209197.71,72212.81,3511.52,150568.56,109267.86,38526.25,2774.45,conventional,2018,SouthCarolina,28/01/2018,531298.532,48.03725040219008,16.581944593063547,0.8063365776436966
2018-01-21,1.1,506254.11,234534.94,77898.32,3486.87,190333.98,138219.59,49325.5,2788.89,conventional,2018,SouthCarolina,21/01/2018,556879.5210000001,46.32751327194163,15.387197547887563,0.6887588527429437
2018-01-14,1.24,423919.68,190128.64,82399.03,3424.35,147967.66,105934.11,39865.79,2167.76,conventional,2018,SouthCarolina,14/01/2018,525660.4032,44.85015652021629,19.437415597218795,0.8077827384659283
2018-01-07,1.19,402919.29,201490.47,64214.46,3089.49,134124.87,104998.57,26809.64,2316.66,conventional,2018,SouthCarolina,07/01/2018,479473.95509999996,50.007650415546,15.937300991471517,0.7667763933565951
2018-03-25,1.15,99982.71,23281.1,29539.62,544.24,46617.75,22506.27,23986.48,125.0,conventional,2018,Spokane,25/03/2018,114980.1165,23.2851259982851,29.544728283520215,0.5443341153685473
2018-03-18,1.17,98328.71,21145.49,26680.03,594.18,49909.01,30325.62,19483.29,100.1,conventional,2018,Spokane,18/03/2018,115044.5907,21.504899230346865,27.133509633147835,0.6042792588248131
2018-03-11,1.3,82487.75,20810.25,22874.92,509.82,38292.76,25921.98,12329.14,41.64,conventional,2018,Spokane,11/03/2018,107234.075,25.22829147358244,27.731293434479664,0.6180554082272822
2018-03-04,1.19,94804.19,21571.92,26446.43,559.0,46226.84,20795.01,25368.62,63.21,conventional,2018,Spokane,04/03/2018,112816.9861,22.754184176880788,27.89584510979947,0.5896363863242753
2018-02-25,1.16,97120.83,21800.62,24410.77,555.0,50354.44,21906.42,28350.8,97.22,conventional,2018,Spokane,25/02/2018,112660.16279999999,22.446904541487132,25.134433056224907,0.5714531064036417
2018-02-18,1.28,79223.81,21659.59,22242.85,495.67,34825.7,24328.12,10453.84,43.74,conventional,2018,Spokane,18/02/2018,101406.4768,27.33974798737905,28.075966051115188,0.6256578672497574
2018-02-11,1.16,95011.27,25569.06,24035.03,453.07,44954.11,21460.59,23406.38,87.14,conventional,2018,Spokane,11/02/2018,110213.0732,26.91160743351815,25.29703055227027,0.4768592189116091
2018-02-04,0.98,141362.77,36203.06,49563.73,560.55,55035.43,21807.59,33030.13,197.71,conventional,2018,Spokane,04/02/2018,138535.5146,25.610038626153127,35.06137436327826,0.3965329768226811
2018-01-28,1.16,88197.75,25211.46,28636.94,406.68,33942.67,23389.62,10519.31,33.74,conventional,2018,Spokane,28/01/2018,102309.39,28.58515098174273,32.46901423222248,0.46110019813430614
2018-01-21,1.07,105005.26,24435.65,33395.51,517.34,46656.76,22478.8,24044.51,133.45,conventional,2018,Spokane,21/01/2018,112355.6282,23.270881858680227,31.803654407407784,0.4926800809788005
2018-01-14,1.2,102537.95,25067.66,30621.77,483.2,46365.32,22425.95,23850.96,88.41,conventional,2018,Spokane,14/01/2018,123045.54,24.447202230978874,29.86384065606929,0.47124016035038735
2018-01-07,1.18,85027.89,27224.55,21852.06,487.93,35463.35,27270.42,8169.06,23.87,conventional,2018,Spokane,07/01/2018,100332.9102,32.01837655856214,25.699873300395907,0.573847004788664
2018-03-25,1.25,165209.29,80921.04,7515.78,518.71,76253.76,65742.81,10499.14,11.81,conventional,2018,StLouis,25/03/2018,206511.61250000002,48.9809259515612,4.5492478056167425,0.31397144797365817
2018-03-18,1.07,191261.08,90217.1,6557.08,418.97,94067.93,85441.83,8175.36,450.74,conventional,2018,StLouis,18/03/2018,204649.3556,47.16960711504923,3.4283399424493473,0.21905659008095113
2018-03-11,1.02,249444.49,119801.0,6013.84,404.77,123224.88,99130.17,19950.02,4144.69,conventional,2018,StLouis,11/03/2018,254433.3798,48.027118177675526,2.410893100905937,0.1622685672471659
2018-03-04,1.32,172050.58,67717.05,9189.29,437.35,94706.89,69210.53,16517.88,8978.48,conventional,2018,StLouis,04/03/2018,227106.76559999998,39.35880367273391,5.341039826776521,0.25419850371908076
2018-02-25,1.29,188826.97,91834.24,12327.4,470.34,84194.99,70052.46,14017.07,125.46,conventional,2018,StLouis,25/02/2018,243586.7913,48.634069592918856,6.528410639645385,0.24908518099930319
2018-02-18,1.22,172847.28,100935.83,7745.41,388.29,63777.75,46000.98,17776.77,0.0,conventional,2018,StLouis,18/02/2018,210873.68159999998,58.395960873668365,4.481071382783692,0.22464339618187804
2018-02-11,1.15,174606.68,80260.52,6205.36,372.01,87768.79,67859.82,19908.97,0.0,conventional,2018,StLouis,11/02/2018,200797.68199999997,45.96646588778849,3.5539075595504137,0.21305599533763542
2018-02-04,0.9,322673.64,174119.26,7272.61,456.41,140825.36,114234.23,26591.13,0.0,conventional,2018,StLouis,04/02/2018,290406.276,53.96141438761468,2.2538593484116025,0.14144632328813722
2018-01-28,1.24,208484.39,97083.74,7111.09,464.04,103825.52,81101.21,22724.31,0.0,conventional,2018,StLouis,28/01/2018,258520.6436,46.56643118460811,3.410850088104917,0.22257781505847993
2018-01-21,1.05,257250.2,98471.49,7427.5,582.75,150768.46,123950.8,26817.66,0.0,conventional,2018,StLouis,21/01/2018,270112.71,38.27848919067896,2.8872669486748697,0.2265304361279408
2018-01-14,1.36,171192.49,76981.79,12192.94,419.29,81598.47,65370.95,16227.52,0.0,conventional,2018,StLouis,14/01/2018,232821.7864,44.96797143379362,7.122356827685608,0.24492312717689899
2018-01-07,1.34,171869.94,93054.39,13758.41,541.05,64516.09,53120.31,11395.78,0.0,conventional,2018,StLouis,07/01/2018,230305.7196,54.142329950193734,8.00512876189984,0.3148019950434613
2018-03-25,1.38,93961.48,10004.38,57087.01,102.7,26767.39,11836.12,14931.27,0.0,conventional,2018,Syracuse,25/03/2018,129666.84239999998,10.647320582860125,60.755758636411436,0.10930010893825855
2018-03-18,1.2,71732.63,8952.71,33509.12,83.0,29187.8,9185.93,20001.87,0.0,conventional,2018,Syracuse,18/03/2018,86079.156,12.480666051140183,46.71391527119527,0.11570745419483433
2018-03-11,1.12,90823.29,9823.97,45835.73,107.7,35055.89,20163.08,14891.7,1.11,conventional,2018,Syracuse,11/03/2018,101722.0848,10.816575792398623,50.46693419716463,0.11858191880078338
2018-03-04,1.1,89700.27,7365.24,50900.41,81.18,31353.44,9960.15,21393.29,0.0,conventional,2018,Syracuse,04/03/2018,98670.297,8.210945184445933,56.74499084562399,0.0905013998285624
2018-02-25,1.24,68888.16,7676.62,31987.77,94.31,29129.46,20766.25,8363.21,0.0,conventional,2018,Syracuse,25/02/2018,85421.3184,11.143598551623384,46.43435098281039,0.13690306142594025
2018-02-18,1.3,65757.32,5423.11,33613.93,74.65,26645.63,16019.89,10625.74,0.0,conventional,2018,Syracuse,18/02/2018,85484.51600000002,8.247157882955083,51.11815688352262,0.11352348301299382
2018-02-11,1.3,78222.88,8860.55,46499.73,87.27,22775.33,12967.57,9807.76,0.0,conventional,2018,Syracuse,11/02/2018,101689.744,11.327312418054666,59.445177676914994,0.11156582319648675
2018-02-04,1.15,113023.35,5795.04,77127.19,87.42,30013.7,7708.12,22305.58,0.0,conventional,2018,Syracuse,04/02/2018,129976.8525,5.127294492686688,68.24004951189289,0.0773468491245393
2018-01-28,1.34,73320.15,3345.87,42297.35,62.85,27614.08,5723.16,21890.92,0.0,conventional,2018,Syracuse,28/01/2018,98249.001,4.563370369536887,57.68857537798273,0.08571995556473903
2018-01-21,1.45,84994.86,3424.37,55184.65,81.92,26303.92,11894.14,14409.78,0.0,conventional,2018,Syracuse,21/01/2018,123242.54699999999,4.02891421904807,64.92704382359122,0.0963822988825442
2018-01-14,1.31,79367.52,3452.94,45825.51,72.86,30016.21,14827.72,15188.49,0.0,conventional,2018,Syracuse,14/01/2018,103971.45120000001,4.350570611252563,57.738367029737105,0.09180077694250746
2018-01-07,1.21,68938.02,3687.73,46420.2,60.09,18770.0,5075.27,13694.73,0.0,conventional,2018,Syracuse,07/01/2018,83415.0042,5.34934133588403,67.33613759141906,0.08716525365828609
2018-03-25,1.33,469300.74,289527.11,33226.48,1342.31,145204.84,87355.05,57643.12,206.67,conventional,2018,Tampa,25/03/2018,624169.9842000001,61.69329926903588,7.079997359475717,0.28602341432489536
2018-03-18,1.13,574380.46,372785.73,43017.73,1301.33,157275.67,93201.11,63924.56,150.0,conventional,2018,Tampa,18/03/2018,649049.9197999999,64.90223048325842,7.489413898237417,0.2265623729609465
2018-03-11,1.16,580771.43,372746.58,45277.75,1442.66,161304.44,92677.26,68493.85,133.33,conventional,2018,Tampa,11/03/2018,673694.8588,64.18128729231739,7.796139352102771,0.24840409246715184
2018-03-04,1.14,597351.68,372631.01,48784.93,1465.95,174469.79,88569.48,85746.97,153.34,conventional,2018,Tampa,04/03/2018,680980.9152,62.380507576374434,8.166869138126472,0.24540819906959999
2018-02-25,1.3,484876.62,308452.46,39379.53,1251.31,135793.32,96039.07,39654.25,100.0,conventional,2018,Tampa,25/02/2018,630339.606,63.61462839763238,8.121556778712078,0.25806771215324836
2018-02-18,1.33,442206.63,274990.42,33938.4,1121.33,132156.48,82223.49,49809.66,123.33,conventional,2018,Tampa,18/02/2018,588134.8179,62.185955918390455,7.674783166412498,0.25357602621199954
2018-02-11,1.0,569543.02,364195.92,46814.57,1035.27,157497.26,82780.08,74593.85,123.33,conventional,2018,Tampa,11/02/2018,569543.02,63.945287223430455,8.219672326069416,0.18177204594659063
2018-02-04,0.98,853642.9,564685.19,79267.58,1096.9,208593.23,91618.58,116804.65,170.0,conventional,2018,Tampa,04/02/2018,836570.042,66.15004822274044,9.285800889341434,0.1284963536860671
2018-01-28,1.36,461179.38,294233.52,36783.53,958.61,129203.72,77554.08,51622.97,26.67,conventional,2018,Tampa,28/01/2018,627203.9568,63.800233219447065,7.975970217922579,0.20786055092055505
2018-01-21,1.17,577173.29,375284.99,50138.85,1076.25,150673.2,76281.04,74392.16,0.0,conventional,2018,Tampa,21/01/2018,675292.7493,65.02119839953092,8.686966439489948,0.18646912784200392
2018-01-14,1.41,446629.55,286535.45,36727.96,1153.0,122213.14,76263.43,45949.71,0.0,conventional,2018,Tampa,14/01/2018,629747.6655,64.15505870581111,8.22336094868779,0.25815578033294034
2018-01-07,1.2,484007.91,317536.23,44226.34,1046.81,121198.53,68969.54,52215.66,13.33,conventional,2018,Tampa,07/01/2018,580809.492,65.60558690042896,9.137524219387242,0.2162795232003543
2018-03-25,0.84,965185.06,438526.12,199585.9,11017.42,316055.62,153009.89,160999.1,2046.63,conventional,2018,WestTexNewMexico,25/03/2018,810755.4504,45.43440819525325,20.678511124073967,1.1414826499697373
2018-03-18,0.88,855251.17,457635.79,137597.04,8422.08,251596.26,151191.85,98535.6,1868.81,conventional,2018,WestTexNewMexico,18/03/2018,752621.0296,53.50893469108028,16.0884947985514,0.9847493105446439
2018-03-11,0.94,897607.12,467501.55,154130.63,11380.26,264594.68,152380.6,110322.16,1891.92,conventional,2018,WestTexNewMexico,11/03/2018,843750.6928,52.08309287920978,17.17127979109613,1.267844221200028
2018-03-04,0.88,935934.1,454269.43,164856.57,9907.85,306900.25,164965.35,138399.68,3535.22,conventional,2018,WestTexNewMexico,04/03/2018,823622.008,48.53647601898467,17.61412154979715,1.058605515067781
2018-02-25,0.88,895671.55,431217.01,171532.79,10590.75,282331.0,125973.31,147040.26,9317.43,conventional,2018,WestTexNewMexico,25/02/2018,788190.964,48.14454696032268,19.15130496218173,1.1824367984000386
2018-02-18,0.89,896808.98,421321.21,191798.82,10065.33,273623.62,130348.75,140202.81,3072.06,conventional,2018,WestTexNewMexico,18/02/2018,798159.9922,46.98003916062482,21.38680859328594,1.1223493770100295
2018-02-11,0.75,1071952.06,544075.54,189862.1,7194.15,330820.27,113338.76,215753.74,1727.77,conventional,2018,WestTexNewMexico,11/02/2018,803964.045,50.75558509584841,17.711808865780807,0.6711260949486864
2018-02-04,0.76,1272039.8,531469.08,368948.26,13078.2,358544.26,127833.03,229786.03,925.2,conventional,2018,WestTexNewMexico,04/02/2018,966750.248,41.7808530833705,29.004458822750674,1.0281282079381477
2018-01-28,0.85,957086.16,479147.93,179489.19,7314.98,291134.06,143430.96,147376.43,326.67,conventional,2018,WestTexNewMexico,28/01/2018,813523.236,50.063197027109865,18.753712831872942,0.764296915546245
2018-01-21,0.84,1020913.2,505263.29,177911.4,9468.95,328269.56,118978.5,209131.06,160.0,conventional,2018,WestTexNewMexico,21/01/2018,857567.0879999999,49.491307390285485,17.42669210271745,0.9274980478262012
2018-01-14,0.9,950954.6,463945.73,188126.02,11227.47,287655.38,125408.69,162040.02,206.67,conventional,2018,WestTexNewMexico,14/01/2018,855859.14,48.78736902897362,19.78286029638008,1.180652577946413
2018-01-07,0.88,880266.52,436282.38,178669.53,9467.11,255847.5,99686.92,155870.58,290.0,conventional,2018,WestTexNewMexico,07/01/2018,774634.5376,49.56253249299996,20.297208395475497,1.0754822300864062
2015-12-27,1.83,989.55,8.16,88.59,0.0,892.8,892.8,0.0,0.0,organic,2015,Albany,27/12/2015,1810.8765,0.8246172502652721,8.952554191299077,0.0
2015-12-20,1.89,1163.03,30.24,172.14,0.0,960.65,960.65,0.0,0.0,organic,2015,Albany,20/12/2015,2198.1267,2.6001048984119066,14.80099395544397,0.0
2015-12-13,1.85,995.96,10.44,178.7,0.0,806.82,806.82,0.0,0.0,organic,2015,Albany,13/12/2015,1842.526,1.0482348688702356,17.94248765010643,0.0
2015-12-06,1.84,1158.42,90.29,104.18,0.0,963.95,948.52,15.43,0.0,organic,2015,Albany,06/12/2015,2131.4928000000004,7.794236977952728,8.993283955732808,0.0
2015-11-29,1.94,831.69,0.0,94.73,0.0,736.96,736.96,0.0,0.0,organic,2015,Albany,29/11/2015,1613.4786000000001,0.0,11.390061200687757,0.0
2015-11-22,1.94,858.83,13.84,84.18,0.0,760.81,755.69,5.12,0.0,organic,2015,Albany,22/11/2015,1666.1302,1.6114947079165842,9.801706973440611,0.0
2015-11-15,1.89,1208.54,20.71,238.16,0.0,949.67,949.67,0.0,0.0,organic,2015,Albany,15/11/2015,2284.1405999999997,1.7136379433034903,19.706422625647477,0.0
2015-11-08,1.88,1332.27,20.08,351.4,0.0,960.79,960.79,0.0,0.0,organic,2015,Albany,08/11/2015,2504.6675999999998,1.507201993589888,26.376034887823035,0.0
2015-11-01,1.88,1021.68,11.47,137.58,0.0,872.63,872.63,0.0,0.0,organic,2015,Albany,01/11/2015,1920.7583999999997,1.1226607156839716,13.466055907916374,0.0
2015-10-25,1.83,1161.9,49.27,148.96,0.0,963.67,963.67,0.0,0.0,organic,2015,Albany,25/10/2015,2126.277,4.2404681986401584,12.820380411395128,0.0
2015-10-18,1.97,969.29,10.31,158.07,0.0,800.91,800.91,0.0,0.0,organic,2015,Albany,18/10/2015,1909.5013,1.0636651569705662,16.30781293524126,0.0
2015-10-11,1.9,1170.01,28.65,88.25,0.0,1053.11,1035.28,17.83,0.0,organic,2015,Albany,11/10/2015,2223.019,2.448697019683592,7.542670575465167,0.0
2015-10-04,1.98,1145.88,5.74,165.26,0.0,974.88,964.68,10.2,0.0,organic,2015,Albany,04/10/2015,2268.8424,0.5009250532341956,14.422103536146889,0.0
2015-09-27,1.98,814.13,13.79,140.23,0.0,660.11,660.11,0.0,0.0,organic,2015,Albany,27/09/2015,1611.9774,1.6938326802844752,17.224521882254678,0.0
2015-09-20,1.98,774.2,42.63,228.13,0.0,503.44,503.44,0.0,0.0,organic,2015,Albany,20/09/2015,1532.9160000000002,5.506329113924051,29.466546112115733,0.0
2015-09-13,1.99,902.5,13.86,105.13,0.0,783.51,783.51,0.0,0.0,organic,2015,Albany,13/09/2015,1795.975,1.5357340720221606,11.648753462603878,0.0
2015-09-06,1.86,1168.86,30.13,96.18,0.0,1042.55,1042.55,0.0,0.0,organic,2015,Albany,06/09/2015,2174.0796,2.5777253049980327,8.228530362917716,0.0
2015-08-30,1.88,1239.16,17.27,65.08,0.0,1156.81,1156.81,0.0,0.0,organic,2015,Albany,30/08/2015,2329.6208,1.3936860453855837,5.251944865876884,0.0
2015-08-23,1.87,1275.64,24.45,97.82,0.0,1153.37,1153.37,0.0,0.0,organic,2015,Albany,23/08/2015,2385.4468,1.9166849581386596,7.668307673011193,0.0
2015-08-16,2.0,1467.23,24.56,168.41,0.0,1274.26,1274.26,0.0,0.0,organic,2015,Albany,16/08/2015,2934.46,1.6739025238033574,11.478091369451278,0.0
2015-08-09,1.88,1421.47,79.82,106.81,0.0,1234.84,1234.84,0.0,0.0,organic,2015,Albany,09/08/2015,2672.3635999999997,5.615313724524611,7.514052354252991,0.0
2015-08-02,2.0,1223.94,17.66,103.62,0.0,1102.66,1102.66,0.0,0.0,organic,2015,Albany,02/08/2015,2447.88,1.44288118698629,8.466101279474485,0.0
